nama_das,nama_ws_induk,luas_das_km2
BAKAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.13
SILOINA SIGOISO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.12
KARAWE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.11
SIMATUTUGOUGOU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.11
MALITAU 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.1
KASIK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.1
BERILOGA SIGOISO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.09
LEBUAT SIGOISO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.08
MALITAU 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.08
PULAU MASINGITNGIT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.08
PINAUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.07
RAGGI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.07
TAITAITANOPO SIMALEPET 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.07
MANJUJU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.05
LALATEK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.05
KEGEPGEP,WS ANAI-SIBERUT-PAGAI-SIPORA,0.05
KANANO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.04
SIKATSILA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.04
SILABU SIGOISO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.03
RARABUGGEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.03
KAMATAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.03
KALELEP,WS ANAI-SIBERUT-PAGAI-SIPORA,0.03
KATUTUITUI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.03
SILABULABU SABEU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
BOJAI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
LILIPUT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
BULANBUGAI BESAR,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
KAMONGAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
SIINAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
KAPOCI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
KAMONE 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
MANUA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
LELU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
BULANBUGAI KECIL,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
KOBITBUA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK SABEU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK SIKOROIK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
PULAU RAGGI UTARA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK SIKANCIU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
PULAU BERIULOU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK SIKANTUEN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK KATEITEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK KAMATA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPAK KABEBEK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KAKERU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KAKALE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KALULUT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KAGEGE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KAMANIU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KATALIKU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KAKAMAMAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
TANOPO 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KASABILEU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SANITU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
LOIGAK SABEU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
LOIGAK SIKOROIK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
LOINGAK PUNU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
LOINAK TUMU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
BOLASI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
GITE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SIACAK BULAT SIGOISO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
BAGAU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SIMALEGU SIGOISO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
TABULUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
TANOPO 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SOPPIT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
PULAU SIPOINENG,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KATAIK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
LULU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
ALAK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KOMAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SIAMILA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SIGULAGULA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
SAINAK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
MANUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
TOLAK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
TANOPO 3,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
RERE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
TANDAK 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
OBAK 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SOSONGSONG,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
MOILE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
RUEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUENUNGAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAEJANAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SILABULABU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAPUARIAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
LOLOSE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAMATEJAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PURIMANUAJAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KALALEPMAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUMAINAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
TANOPO 4,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SOKUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULAU BULAK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PURAUAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULIMPUTAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PURAUANDA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUKABEIJAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULAU SIGOGOA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUJARINGAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUKOMAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULAU MANYANG,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SIACAK SABEU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUMANUKAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PAKUKURAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
JIJRI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
RON,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
TUBU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
OINAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
GALE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PUKAIOAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULAU RAGI SELATAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULULUMANG,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SIMASOPPIT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SIMERUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SIKATAIK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
ONINDA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
OBAK 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
AREPEN 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
LOLOKAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
TETEINUNG,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
TANDAK 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KABEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
UTEK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SOT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
LAMPI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
LOI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KABAMPA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KABITI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAOJANAN 1,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAKARAJO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAPOUPOU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAGIGI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KABAKAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KAOSAM,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KABOLOKBOK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULAU TABULUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
SAUREINU,WS ANAI-SIBERUT-PAGAI-SIPORA,116.01
SIBAGAU,WS ANAI-SIBERUT-PAGAI-SIPORA,67.32
SIGITSI,WS ANAI-SIBERUT-PAGAI-SIPORA,31.17
BETUMONGA UTARA,WS ANAI-SIBERUT-PAGAI-SIPORA,29.91
BERIMANUA,WS ANAI-SIBERUT-PAGAI-SIPORA,25.75
MAPADDEGAT,WS ANAI-SIBERUT-PAGAI-SIPORA,15.32
GOISOOINAN,WS ANAI-SIBERUT-PAGAI-SIPORA,14.33
SIMABOLA,WS ANAI-SIBERUT-PAGAI-SIPORA,13.93
BOSUA SINABAK,WS ANAI-SIBERUT-PAGAI-SIPORA,13.76
KAKATDUT,WS ANAI-SIBERUT-PAGAI-SIPORA,13.08
SIOBAN,WS ANAI-SIBERUT-PAGAI-SIPORA,12.14
NEMNEMLELEU,WS ANAI-SIBERUT-PAGAI-SIPORA,11.73
BERIULOU,WS ANAI-SIBERUT-PAGAI-SIPORA,11.61
MASOKUT SIURATSAGGAK,WS ANAI-SIBERUT-PAGAI-SIPORA,8.69
TARAET,WS ANAI-SIBERUT-PAGAI-SIPORA,8.67
BAROASIH BESAR BULAKMONGA,WS ANAI-SIBERUT-PAGAI-SIPORA,8.0
PULAU SIRUAMATA,WS ANAI-SIBERUT-PAGAI-SIPORA,7.84
MILEPPET BUBUAKAT,WS ANAI-SIBERUT-PAGAI-SIPORA,7.84
PASOSOATSABU,WS ANAI-SIBERUT-PAGAI-SIPORA,7.52
SIMAGAI,WS ANAI-SIBERUT-PAGAI-SIPORA,7.43
MAPOUPOU,WS ANAI-SIBERUT-PAGAI-SIPORA,6.5
SIMAPELEKKAK SIJOKJOK,WS ANAI-SIBERUT-PAGAI-SIPORA,6.36
MATABBAIRAK,WS ANAI-SIBERUT-PAGAI-SIPORA,5.83
PULAU SIBURU,WS ANAI-SIBERUT-PAGAI-SIPORA,5.16
PUJUJURUNG,WS ANAI-SIBERUT-PAGAI-SIPORA,5.0
SIMATOROBIBIT,WS ANAI-SIBERUT-PAGAI-SIPORA,4.69
KAIGEPGEM,WS ANAI-SIBERUT-PAGAI-SIPORA,4.69
SIKKA,WS ANAI-SIBERUT-PAGAI-SIPORA,4.68
PULAU POTOUTOGAT,WS ANAI-SIBERUT-PAGAI-SIPORA,4.16
SIMALELEP,WS ANAI-SIBERUT-PAGAI-SIPORA,3.91
MATUBTUMAN,WS ANAI-SIBERUT-PAGAI-SIPORA,3.7
HUNTARA SAO,WS ANAI-SIBERUT-PAGAI-SIPORA,3.61
TEMILEPPET,WS ANAI-SIBERUT-PAGAI-SIPORA,3.46
NUINUJAT,WS ANAI-SIBERUT-PAGAI-SIPORA,3.19
MATATJAWA SIMABOLAK,WS ANAI-SIBERUT-PAGAI-SIPORA,3.16
SABEU SIMATATEITEI,WS ANAI-SIBERUT-PAGAI-SIPORA,3.13
POGARI,WS ANAI-SIBERUT-PAGAI-SIPORA,3.09
SUBULAT,WS ANAI-SIBERUT-PAGAI-SIPORA,2.89
SIGOLOK,WS ANAI-SIBERUT-PAGAI-SIPORA,2.7
TUAPEJAT,WS ANAI-SIBERUT-PAGAI-SIPORA,2.63
SIMANGGA,WS ANAI-SIBERUT-PAGAI-SIPORA,2.6
ERUTA,WS ANAI-SIBERUT-PAGAI-SIPORA,2.5
TUNANGKARAI,WS ANAI-SIBERUT-PAGAI-SIPORA,2.4
PUNGULUAT,WS ANAI-SIBERUT-PAGAI-SIPORA,2.38
KAIKERUAK,WS ANAI-SIBERUT-PAGAI-SIPORA,2.38
TADUALELEU,WS ANAI-SIBERUT-PAGAI-SIPORA,2.33
LELEPPEGAT,WS ANAI-SIBERUT-PAGAI-SIPORA,2.23
PUKARAYAT,WS ANAI-SIBERUT-PAGAI-SIPORA,2.22
TANJUNG PINILOK,WS ANAI-SIBERUT-PAGAI-SIPORA,2.11
GULUGULUK,WS ANAI-SIBERUT-PAGAI-SIPORA,2.03
SIKOKKONG,WS ANAI-SIBERUT-PAGAI-SIPORA,2.01
SIMALUTAU,WS ANAI-SIBERUT-PAGAI-SIPORA,1.98
BIAUKARAI,WS ANAI-SIBERUT-PAGAI-SIPORA,1.98
TANJUNG BAKBAK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.88
TAINONG,WS ANAI-SIBERUT-PAGAI-SIPORA,1.84
TAKARAET,WS ANAI-SIBERUT-PAGAI-SIPORA,1.84
TESIOBAN,WS ANAI-SIBERUT-PAGAI-SIPORA,1.8
KATIET PATRIA,WS ANAI-SIBERUT-PAGAI-SIPORA,1.79
TEGULUKGULUK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.75
GEGETAET,WS ANAI-SIBERUT-PAGAI-SIPORA,1.75
BOKKLOBEKBEK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.74
AILUPPA,WS ANAI-SIBERUT-PAGAI-SIPORA,1.71
PULAU SIMAKAKKANG,WS ANAI-SIBERUT-PAGAI-SIPORA,1.71
ATOS,WS ANAI-SIBERUT-PAGAI-SIPORA,1.59
BULAK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.5
TAKAIGEPGEM,WS ANAI-SIBERUT-PAGAI-SIPORA,1.48
TAINONG,WS ANAI-SIBERUT-PAGAI-SIPORA,1.46
KUKUK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.46
PENGULUAT,WS ANAI-SIBERUT-PAGAI-SIPORA,1.44
GOBIK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.43
TEBETUMONGA,WS ANAI-SIBERUT-PAGAI-SIPORA,1.42
PUGULUNGAN,WS ANAI-SIBERUT-PAGAI-SIPORA,1.4
BAGATTOTMAMAI,WS ANAI-SIBERUT-PAGAI-SIPORA,1.38
PASAKIAT SELATAN,WS ANAI-SIBERUT-PAGAI-SIPORA,1.32
MAPELEKAK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.26
SIMAELAGAT,WS ANAI-SIBERUT-PAGAI-SIPORA,1.26
BAGAN LELET,WS ANAI-SIBERUT-PAGAI-SIPORA,1.23
MONGAN BOSUA,WS ANAI-SIBERUT-PAGAI-SIPORA,1.19
RIMAU 2,WS ANAI-SIBERUT-PAGAI-SIPORA,1.19
SABEU,WS ANAI-SIBERUT-PAGAI-SIPORA,1.16
TATUTUT BUGGEI,WS ANAI-SIBERUT-PAGAI-SIPORA,1.16
TELUK MAILUELUK,WS ANAI-SIBERUT-PAGAI-SIPORA,1.12
TERIMAU,WS ANAI-SIBERUT-PAGAI-SIPORA,1.09
BAROASIH KECIL,WS ANAI-SIBERUT-PAGAI-SIPORA,1.06
MALABBAET,WS ANAI-SIBERUT-PAGAI-SIPORA,1.04
SIMABAKAT,WS ANAI-SIBERUT-PAGAI-SIPORA,1.03
LEPP OINNAN,WS ANAI-SIBERUT-PAGAI-SIPORA,1.01
SIMAJOTJIT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.99
BAGATOIRANSABEU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.98
TABAROASIH,WS ANAI-SIBERUT-PAGAI-SIPORA,0.93
SIMABALAK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.91
KORONIET,WS ANAI-SIBERUT-PAGAI-SIPORA,0.91
PULAU NUKO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.91
SIMAGAE,WS ANAI-SIBERUT-PAGAI-SIPORA,0.86
LIMUSIPORA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.84
SIMATEITEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.83
KAGAJUNA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.79
ROKOT SELATAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.71
OGGAGA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.71
KABANGKATNA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.69
KABUNTENNA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.69
KALOLOPLOP 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.67
PANEPUAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.66
KATIET,WS ANAI-SIBERUT-PAGAI-SIPORA,0.66
TEBERIMANUA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.66
TARAETBORSA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.65
SIMAKOAN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.63
PULAU PITTOJAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.63
HUNTARA KATIET,WS ANAI-SIBERUT-PAGAI-SIPORA,0.61
SIMAOLOP,WS ANAI-SIBERUT-PAGAI-SIPORA,0.59
TUTUT BUGGEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.56
TAKSOT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.54
ATDURU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.51
TESAO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.51
MABOLAK UTARA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.46
SOMPAEN,WS ANAI-SIBERUT-PAGAI-SIPORA,0.46
KINAPAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.45
TASAO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.43
SAO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.37
SUTDUT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.35
PULAU PUBAGGUUAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.32
TETAREAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.31
TAATDURU,WS ANAI-SIBERUT-PAGAI-SIPORA,0.29
PULAU SITEUT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.2
PULAU PITTOJAT SIGOISA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.09
PULAU BATU TONGGA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.05
KABUKGEI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
TOBO,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
KAOBAKAT,WS ANAI-SIBERUT-PAGAI-SIPORA,0.02
GOMGIM,WS ANAI-SIBERUT-PAGAI-SIPORA,0.01
KASILONTONG,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
PULAU SETAN 2,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
GERETBAGA,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
BATU HITAM,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
MATAT OINAN SIMERUK,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
KABERI,WS ANAI-SIBERUT-PAGAI-SIPORA,0.0
ASAHAN TOBA,WS ASAHAN TOBA,7408.55
AYUNG,WS BALI-PENIDA,327.26
UNDA,WS BALI-PENIDA,234.49
SOWAN PERANCAK,WS BALI-PENIDA,195.76
PENET,WS BALI-PENIDA,189.75
YEH HO,WS BALI-PENIDA,166.08
BALIAN,WS BALI-PENIDA,154.7
SABA,WS BALI-PENIDA,135.72
OOS,WS BALI-PENIDA,129.4
YEH EMPAS,WS BALI-PENIDA,116.95
YEH SUMBUL,WS BALI-PENIDA,111.28
BALINGKANG,WS BALI-PENIDA,102.12
PETANU,WS BALI-PENIDA,94.43
AYA BARAT,WS BALI-PENIDA,93.97
DAYA,WS BALI-PENIDA,93.93
BILUK POH,WS BALI-PENIDA,91.1
PAKERISAN,WS BALI-PENIDA,90.85
SANGHIANGGEDE,WS BALI-PENIDA,89.6
SANGSANG,WS BALI-PENIDA,84.7
NYULING,WS BALI-PENIDA,72.66
BADUNG,WS BALI-PENIDA,42.55
YEH EMBANG,WS BALI-PENIDA,67.97
DAYA KUBU,WS BALI-PENIDA,66.79
BUBUH,WS BALI-PENIDA,59.44
PENARUKAN,WS BALI-PENIDA,57.46
MELANGIT,WS BALI-PENIDA,54.59
PULUKAN,WS BALI-PENIDA,53.84
BANYUARAS,WS BALI-PENIDA,51.22
JINAH,WS BALI-PENIDA,49.36
YEH OTAN,WS BALI-PENIDA,49.48
MATI,WS BALI-PENIDA,41.52
MEDEWI,WS BALI-PENIDA,47.4
CANGGAH,WS BALI-PENIDA,45.08
YEH ABE,WS BALI-PENIDA,39.03
TANGGUWISIA,WS BALI-PENIDA,38.8
BANYUPOH,WS BALI-PENIDA,38.39
MELAYA,WS BALI-PENIDA,38.34
YEH MATAN,WS BALI-PENIDA,37.37
YEH SATANG,WS BALI-PENIDA,37.04
BULU,WS BALI-PENIDA,36.92
BANYUMALA,WS BALI-PENIDA,35.53
BULELENG,WS BALI-PENIDA,35.3
SINGAPADU,WS BALI-PENIDA,32.55
YEH LEBAH,WS BALI-PENIDA,30.23
TETENGAN,WS BALI-PENIDA,28.99
PANGYANGAN,WS BALI-PENIDA,28.56
JANTUNG,WS BALI-PENIDA,27.07
PENGUMBAHAN,WS BALI-PENIDA,26.75
YEH POH,WS BALI-PENIDA,21.83
YEH LEH,WS BALI-PENIDA,24.87
BUYAN,WS BALI-PENIDA,23.73
BUWUS,WS BALI-PENIDA,23.53
GEROKGAK,WS BALI-PENIDA,35.78
PENIDA,WS BALI-PENIDA,20.09
TINGA-TINGA,WS BALI-PENIDA,19.0
BATU NITI,WS BALI-PENIDA,18.86
BATAS,WS BALI-PENIDA,18.35
SANGSIT,WS BALI-PENIDA,18.31
TAMPEKAN,WS BALI-PENIDA,18.18
SUMAGA,WS BALI-PENIDA,18.18
SELABIH,WS BALI-PENIDA,18.15
YEH ALANG,WS BALI-PENIDA,18.02
PELISAN,WS BALI-PENIDA,16.91
BUNGBUNGAN,WS BALI-PENIDA,16.86
CEBOL,WS BALI-PENIDA,15.44
YEH LATUNG,WS BALI-PENIDA,15.03
SUMBER SARI,WS BALI-PENIDA,14.73
KRUKUK,WS BALI-PENIDA,14.72
AYA,WS BALI-PENIDA,14.66
BANGKA,WS BALI-PENIDA,14.45
BERATAN,WS BALI-PENIDA,14.28
BAKUNG,WS BALI-PENIDA,13.88
DELING,WS BALI-PENIDA,13.26
BUNYI CENIK,WS BALI-PENIDA,12.99
PUYUNG,WS BALI-PENIDA,12.72
ATUH,WS BALI-PENIDA,12.55
PUANG,WS BALI-PENIDA,12.3
KEMIRI,WS BALI-PENIDA,11.98
TIMBUL,WS BALI-PENIDA,12.12
PERAMPAS,WS BALI-PENIDA,12.12
SAMPIANG,WS BALI-PENIDA,11.95
KARANGAN,WS BALI-PENIDA,11.79
ASANGAN,WS BALI-PENIDA,17.61
TAMBLINGAN,WS BALI-PENIDA,10.37
MENGERENG,WS BALI-PENIDA,11.59
PALUH,WS BALI-PENIDA,11.57
TELUK TERIMA,WS BALI-PENIDA,11.53
PAYAN,WS BALI-PENIDA,11.32
PENINGGUNGAN,WS BALI-PENIDA,11.29
PANGI,WS BALI-PENIDA,11.19
DESA,WS BALI-PENIDA,11.01
KARANGSARI,WS BALI-PENIDA,10.66
BENGKALA,WS BALI-PENIDA,10.38
PRAPAT,WS BALI-PENIDA,10.17
BATU PALU,WS BALI-PENIDA,9.87
LEMBAH SAWO MURNI,WS BALI-PENIDA,9.76
BATANG,WS BALI-PENIDA,9.75
SEMA,WS BALI-PENIDA,4.98
BAKUNGAN,WS BALI-PENIDA,9.3
MANTRI,WS BALI-PENIDA,9.23
LEMBONGAN,WS BALI-PENIDA,9.22
PENYABANGAN,WS BALI-PENIDA,8.94
SUMBER BATOK,WS BALI-PENIDA,8.78
BULIAN,WS BALI-PENIDA,8.67
CANGKUP,WS BALI-PENIDA,8.6
BUWATAN,WS BALI-PENIDA,7.94
BATU LICIN,WS BALI-PENIDA,8.56
KRAPYAK,WS BALI-PENIDA,8.49
BIU,WS BALI-PENIDA,8.47
BUAH,WS BALI-PENIDA,7.9
SAYUNG,WS BALI-PENIDA,8.45
BUALU,WS BALI-PENIDA,8.43
NGELINTI,WS BALI-PENIDA,8.41
YEH KUTIKAN,WS BALI-PENIDA,8.39
LUAH,WS BALI-PENIDA,8.26
MUNTIS,WS BALI-PENIDA,8.16
GUMBRIH,WS BALI-PENIDA,7.0
BANGKEH,WS BALI-PENIDA,7.92
MEKAYU,WS BALI-PENIDA,7.89
DERE,WS BALI-PENIDA,7.71
MUSI,WS BALI-PENIDA,7.68
TELUK BAJUL,WS BALI-PENIDA,7.49
TANAH AMPO,WS BALI-PENIDA,7.57
LESUNG,WS BALI-PENIDA,7.53
CANGGU,WS BALI-PENIDA,7.44
BERIRIT,WS BALI-PENIDA,7.4
BODONG,WS BALI-PENIDA,7.4
BAJRA,WS BALI-PENIDA,7.32
AIR JATUH,WS BALI-PENIDA,7.29
BUNGBUNG,WS BALI-PENIDA,7.3
BUNYI GEDE,WS BALI-PENIDA,7.14
SANGKLUNG,WS BALI-PENIDA,7.1
DAMED,WS BALI-PENIDA,7.08
DASA,WS BALI-PENIDA,7.05
PEKECOR,WS BALI-PENIDA,6.82
BOK,WS BALI-PENIDA,6.78
TEMILING,WS BALI-PENIDA,6.74
PANTI,WS BALI-PENIDA,6.41
SALAK,WS BALI-PENIDA,6.41
PUTEH,WS BALI-PENIDA,6.37
PALE,WS BALI-PENIDA,6.35
LANJANG,WS BALI-PENIDA,6.32
UMA PANJI,WS BALI-PENIDA,6.26
BATU SEHA,WS BALI-PENIDA,6.18
PULE,WS BALI-PENIDA,6.2
