NAMA_DAS,WADMPR,luas_km2,nama_ws_induk
TELUK SAWANAKAR,Maluku Utara,0.4468459222950733,WS HALMAHERA SELATAN
TELUK SAYILAN 1,Lampung,0.3264090319019368,WS SEMAKA
TELUK SAYILAN 2,Lampung,0.2963930621967677,WS SEMAKA
TELUK SEI DUA,Kalimantan Selatan,0.0242322134410417,WS CENGAL-BATULICIN
TELUK SEKANAK,Sumatera Selatan,13.855968788011008,WS MUSI-BANYUASIN-LEMAU
TELUK SELODONG,Nusa Tenggara Barat,0.0127586473803705,WS LOMBOK
TELUK SEMANTING,Kalimantan Timur,1.2601773128669482,WS BERAU
TELUK SEMANTING KECIL,Kalimantan Timur,1.216934766636484,WS BERAU
TELUK SENANG,Kepulauan Riau,0.8405957169279078,WS KEPULAUAN RIAU
TELUK SENTARI,Maluku Utara,8.83575131987775,WS KEPULAUAN SULA-OBI
TELUK SEPI,Maluku Utara,3.041599549615315,WS HALMAHERA SELATAN
TELUK SERAMALELEO,Maluku Utara,12.36268102447314,WS KEPULAUAN SULA-OBI
TELUK SERENTING,Nusa Tenggara Barat,0.004032119642216,WS LOMBOK
TELUK SERIWE,Nusa Tenggara Barat,0.001084242122164,WS LOMBOK
TELUK SIBU SIBU,Maluku Utara,0.2960038792077743,WS HALMAHERA SELATAN
TELUK SIF,Maluku Utara,0.4120308576587064,WS HALMAHERA SELATAN
TELUK SILOTA,Maluku Utara,3.037595162441902,WS HALMAHERA SELATAN
TELUK SIPATNAM 1,Papua Barat,2.1247095275114334,WS OMBA
TELUK SIPATNAM 2,Papua Barat,3.046444864914543,WS OMBA
TELUK SIPATNAM 3,Papua Barat,9.612423577968196,WS OMBA
TELUK SIPATNAM 4,Papua Barat,2.8918835672092897,WS OMBA
TELUK SIPATNAM 5,Papua Barat,3.1338631691023413,WS OMBA
TELUK SIPATNAM 6,Papua Barat,3.677651321896515,WS OMBA
TELUK SIRIH,Sumatera Barat,4.1338837365508825,WS SILAUT-TARUSAN
TELUK SO WAKOLEMBO,Nusa Tenggara Barat,0.0008697960875347,WS SUMBAWA
TELUK SOLET,Nusa Tenggara Barat,0.0015832047461371,WS LOMBOK
TELUK SOPI,Maluku Utara,0.6912130833327885,WS HALMAHERA UTARA
TELUK SOPI BESAR,Maluku Utara,1.066081263809875,WS HALMAHERA UTARA
TELUK SOPI KECIL,Maluku Utara,0.4727626202235407,WS HALMAHERA UTARA
TELUK SOPI TENGAH,Maluku Utara,1.0484804828944172,WS HALMAHERA UTARA
TELUK SOSOLO,Maluku Utara,0.226189007901152,WS HALMAHERA SELATAN
TELUK SOSOLO 1,Maluku Utara,0.2767841881231624,WS HALMAHERA SELATAN
TELUK SRIK,Lampung,1.078962720334916,WS SEMAKA
TELUK SUAK,Kalimantan Barat,7.685213761963262,WS MEMPAWAH
TELUK SUERY 1,Papua Barat,4.238554512406382,WS OMBA
TELUK SUERY 2,Papua Barat,5.850385708236134,WS OMBA
TELUK SUERY 3,Papua Barat,2.442173978109952,WS OMBA
TELUK SUERY 4,Papua Barat,1.0211608923117108,WS OMBA
TELUK SULAIMAN,Kalimantan Timur,22.78653062143661,WS KARANGAN
TELUK SULAIMAN 2,Kalimantan Timur,9.813033058860515,WS KARANGAN
TELUK SULAIMAN 3,Kalimantan Timur,6.680987178470757,WS KARANGAN
TELUK SULAIMAN 4,Kalimantan Timur,4.848823720029503,WS KARANGAN
TELUK SULAIMAN 5,Kalimantan Timur,0.7794089326024135,WS KARANGAN
TELUK SULAIMAN 6,Kalimantan Timur,1.9244168014215663,WS KARANGAN
TELUK SULAIMAN 7,Kalimantan Timur,13.32450369990002,WS KARANGAN
TELUK SULAIMAN BESAR,Kalimantan Timur,118.3955405701076,WS KARANGAN
TELUK SUMBANG,Kalimantan Timur,32.84964412373155,WS KARANGAN
TELUK SUMBANG 1,Kalimantan Timur,2.6230799473165294,WS KARANGAN
TELUK SUMBANG 2,Kalimantan Timur,2.385917847697582,WS KARANGAN
TELUK SUMBANG 3,Kalimantan Timur,1.2030805556080495,WS KARANGAN
TELUK SUMBANG 4,Kalimantan Timur,1.554981185311787,WS KARANGAN
TELUK SUMBANG 5,Kalimantan Timur,6.784582484759409,WS KARANGAN
TELUK SUMUR,Lampung,2.5924115150424627,WS SEMAKA
TELUK SUNGSILI,Maluku Utara,2.3685356689245216,WS HALMAHERA SELATAN
TELUK TABULU,Sulawesi Tengah,2.10314764500974,WS LAMBUNU-BUOL
TELUK TAGALAYA,Maluku Utara,0.9223924753783074,WS HALMAHERA SELATAN
TELUK TAGANI,Maluku Utara,7.007236106540669,WS HALMAHERA SELATAN
TELUK TAINO 1,Maluku Utara,1.3478041379174834,WS KEPULAUAN SULA-OBI
TELUK TAINO 2,Maluku Utara,2.6844229521493808,WS KEPULAUAN SULA-OBI
TELUK TAINO 3,Maluku Utara,1.4936581996988436,WS KEPULAUAN SULA-OBI
TELUK TALAS,Sulawesi Tengah,8.606536885234421,WS KEPULAUAN BANGGAI
TELUK TALONANG,Nusa Tenggara Barat,0.0030145297188912,WS SUMBAWA
TELUK TAMIANG,Kalimantan Selatan,1.8399290991291464,WS PULAU LAUT
TELUK TAMPAH 1,Nusa Tenggara Barat,0.0008186667017341,WS LOMBOK
TELUK TAMPAH 2,Nusa Tenggara Barat,0.0004442247337353,WS LOMBOK
TELUK TAMPAH 3,Nusa Tenggara Barat,0.0013200073803265,WS LOMBOK
TELUK TAMPAH 4,Nusa Tenggara Barat,0.0011087121781696,WS LOMBOK
TELUK TAMPAH 5,Nusa Tenggara Barat,0.0005274319245493,WS LOMBOK
TELUK TAMPAH 6,Nusa Tenggara Barat,0.0007241123871678,WS LOMBOK
TELUK TAMPAH 7,Nusa Tenggara Barat,0.0007118422157707,WS LOMBOK
TELUK TAMPAH 8,Nusa Tenggara Barat,0.0025466742981257,WS LOMBOK
TELUK TAMPAH 9,Nusa Tenggara Barat,0.002502102286688,WS LOMBOK
TELUK TASIMAUNO,Sulawesi Tengah,2.198801207961012,WS BONGKA-MANTAWA
TELUK TATAM,Maluku Utara,1.6309595513247075,WS HALMAHERA SELATAN
TELUK TATAR,Nusa Tenggara Barat,0.001299861724168,WS SUMBAWA
TELUK TAWA,Maluku Utara,19.200269216006596,WS KEPULAUAN SULA-OBI
TELUK TAWAR 1,Papua Barat,1.2734766708776148,WS OMBA
TELUK TAWAR 2,Papua Barat,1.7446648216160623,WS OMBA
TELUK TAWAR 3,Papua Barat,3.6884346578394713,WS OMBA
TELUK TEBUAK,Nusa Tenggara Barat,0.0014289583367353,WS LOMBOK
TELUK TELAGA,Maluku Utara,1.790445009289104,WS HALMAHERA SELATAN
TELUK TEMEAK,Nusa Tenggara Barat,0.0019804958476954,WS LOMBOK
TELUK TENGKUBI,Sulawesi Tengah,7.805627589414187,WS BONGKA-MANTAWA
TELUK TERIMA,Bali,11.527125614985671,WS BALI-PENIDA
TELUK TERMAMALAN,Nusa Tenggara Barat,0.0007145925123188,WS LOMBOK
TELUK TETE,Nusa Tenggara Barat,0.0294081652068257,WS SUMBAWA
TELUK TINDO 2,Sulawesi Tengah,0.6887396852974244,WS BONGKA-MANTAWA
TELUK TIRO,Nusa Tenggara Barat,6.818226729319681,WS SUMBAWA
TELUK TOALANG BESAR,Maluku Utara,0.7629320089562823,WS HALMAHERA SELATAN
TELUK TODUNO,Sulawesi Tengah,6.2941789773519385,WS BONGKA-MANTAWA
TELUK TOGARPUAN 1,Papua Barat,0.0007086054310672,WS OMBA
TELUK TOGARPUAN 2,Papua Barat,0.0006330417644956,WS OMBA
TELUK TOGARPUAN 3,Papua Barat,0.0003652973720397,WS OMBA
TELUK TOGARPUAN 4,Papua Barat,0.0003622347770151,WS OMBA
TELUK TOGARPUAN 5,Papua Barat,0.0002685814121688,WS OMBA
TELUK TOGARPUAN 6,Papua Barat,0.0001278881626183,WS OMBA
TELUK TOGARPUAN 7,Papua Barat,0.0001109106162411,WS OMBA
TELUK TOMORI,Sulawesi Tengah,2.8474660085779893,WS LAA-TAMBALAKO
TELUK TOMORI 2,Sulawesi Tengah,1.377217581638143,WS LAA-TAMBALAKO
TELUK TOMORI 3,Sulawesi Tengah,2.119800446500096,WS LAA-TAMBALAKO
TELUK TOMORI 4,Sulawesi Tengah,1.1677098703175162,WS LAA-TAMBALAKO
TELUK TOMORI 5,Sulawesi Tengah,1.5406080393416604,WS LAA-TAMBALAKO
TELUK TOMORI 6,Sulawesi Tengah,0.7651003151670227,WS LAA-TAMBALAKO
TELUK TRAWAS 1,Nusa Tenggara Barat,0.0003979359580324,WS LOMBOK
TELUK TRAWAS 2,Nusa Tenggara Barat,0.0009757506022827,WS LOMBOK
TELUK TRAWAS 3,Nusa Tenggara Barat,0.0018635897319201,WS LOMBOK
TELUK TRAWAS 4,Nusa Tenggara Barat,0.0010918945118879,WS LOMBOK
TELUK TRAWAS 5,Nusa Tenggara Barat,0.0025526076172167,WS LOMBOK
TELUK TRAWAS 6,Nusa Tenggara Barat,0.0003009942482537,WS LOMBOK
TELUK TRAWAS 7,Nusa Tenggara Barat,0.0008122812838418,WS LOMBOK
TELUK TRAWAS 8,Nusa Tenggara Barat,0.0001946656410406,WS LOMBOK
TELUK TRAWAS 9,Nusa Tenggara Barat,0.0002361590654136,WS LOMBOK
TELUK TUI 1,Maluku Utara,2.175966287206329,WS HALMAHERA SELATAN
TELUK TUI 2,Maluku Utara,0.7833867875212364,WS HALMAHERA SELATAN
TELUK UI,Sulawesi Tengah,1.4828784937001485,WS BONGKA-MANTAWA
TELUK UI 2,Sulawesi Tengah,1.4225069273581648,WS BONGKA-MANTAWA
TELUK UI 3,Sulawesi Tengah,1.3018612054557532,WS BONGKA-MANTAWA
TELUK UI 4,Sulawesi Tengah,0.4125466644689519,WS BONGKA-MANTAWA
TELUK UI 5,Sulawesi Tengah,0.7400425149608445,WS BONGKA-MANTAWA
TELUK ULI BESAR,Maluku Utara,2.3699146556790573,WS HALMAHERA SELATAN
TELUK ULI KECIL,Maluku Utara,0.8344911300856096,WS HALMAHERA SELATAN
TELUK ULO,Maluku Utara,0.597145507017189,WS HALMAHERA SELATAN
TELUK UNFUI,Papua Barat Daya,0.7181369883609845,WS KAMUNDAN-SEBYAR
TELUK UWI,Nusa Tenggara Barat,2.227996140686761,WS SUMBAWA
TELUK WADUNARU,Nusa Tenggara Barat,2.8827373792740008,WS SUMBAWA
TELUK WAILO,Maluku Utara,0.7526906584492584,WS HALMAHERA SELATAN
TELUK WAIREI 1,Papua Barat Daya,11.094884345073398,WS KAMUNDAN-SEBYAR
TELUK WAIREI 2,Papua Barat Daya,5.143611859959468,WS KAMUNDAN-SEBYAR
TELUK WAIREI 3,Papua Barat Daya,4.092135466429777,WS KAMUNDAN-SEBYAR
TELUK WAIREI 4,Papua Barat Daya,3.683438118148057,WS KAMUNDAN-SEBYAR
TELUK WAIREI 5,Papua Barat Daya,3.2685988478927066,WS KAMUNDAN-SEBYAR
TELUK WAIREI 6,Papua Barat Daya,2.6816877850199043,WS KAMUNDAN-SEBYAR
TELUK WAIREI 7,Papua Barat Daya,2.610147593884814,WS KAMUNDAN-SEBYAR
TELUK WAIREI 8,Papua Barat Daya,1.0031425085310988,WS KAMUNDAN-SEBYAR
TELUK WARINGINWORA,Maluku Utara,0.9797485569961624,WS HALMAHERA SELATAN
TELUK WARINGINWORA KECIL,Maluku Utara,0.5271265005603717,WS HALMAHERA SELATAN
TELUK WASOI,Papua Tengah,1.5595700205721088,WS OMBA
TELUK WATUMANDI,Nusa Tenggara Barat,0.0018188967592327,WS SUMBAWA
TELUK WAYA,Maluku Utara,0.8277722369044724,WS HALMAHERA SELATAN
TELUK WAYA KECIL,Maluku Utara,0.4553592299384277,WS HALMAHERA SELATAN
TELUK WAYAKUBA,Maluku Utara,1.5985227034368492,WS HALMAHERA SELATAN
TELUK WAYALOAR,Maluku Utara,8.770188210048335,WS KEPULAUAN SULA-OBI
TELUK WAYAMATO,Maluku Utara,0.578661207986846,WS HALMAHERA SELATAN
TELUK WAYAMATO BESAR,Maluku Utara,1.7872896364108282,WS HALMAHERA SELATAN
TELUK WAYAMATO KECIL,Maluku Utara,0.7743490292559219,WS HALMAHERA SELATAN
TELUK WAYANDAOS,Maluku Utara,1.207403470817023,WS HALMAHERA SELATAN
TELUK WAYATIM,Maluku Utara,2.366358753660176,WS HALMAHERA SELATAN
TELUK WAYATIM 1,Maluku Utara,1.2935326459908407,WS HALMAHERA SELATAN
TELUK WAYAUBO,Maluku Utara,0.9709818138802668,WS HALMAHERA SELATAN
TELUK WEMDI,Maluku Utara,1.2099647370979851,WS HALMAHERA SELATAN
TELUK WERFRA 1,Papua Barat,2.4338283368833404,WS OMBA
TELUK WERFRA 10,Papua Barat,8.595672865764906,WS OMBA
TELUK WERFRA 11,Papua Barat,1.0618084727363193,WS OMBA
TELUK WERFRA 12,Papua Barat,1.8221639863659385,WS OMBA
TELUK WERFRA 13,Papua Barat,1.1355990067389123,WS OMBA
TELUK WERFRA 14,Papua Barat,4.525325742318104,WS OMBA
TELUK WERFRA 2,Papua Barat,2.9894136916712397,WS OMBA
TELUK WERFRA 3,Papua Barat,3.1733834746624163,WS OMBA
TELUK WERFRA 4,Papua Barat,0.9777400924860012,WS OMBA
TELUK WERFRA 5,Papua Barat,2.5924811256766134,WS OMBA
TELUK WERFRA 6,Papua Barat,0.5531861486223605,WS OMBA
TELUK WERFRA 7,Papua Barat,7.355064671089317,WS OMBA
TELUK WERFRA 9,Papua Barat,6.728234942003683,WS OMBA
TELUK WOIBI,Papua Tengah,3.103835339216935,WS OMBA
TELUK WOIKECIL,Maluku Utara,8.954474981560589,WS KEPULAUAN SULA-OBI
TELUK WOKA,Maluku Utara,6.8528104976460655,WS KEPULAUAN SULA-OBI
TELUK YABO,Maluku Utara,2.163625682335982,WS HALMAHERA SELATAN
TELUKBAKAU,Kepulauan Riau,0.9389911902207124,WS KEPULAUAN RIAU
TELUKPAU,Kepulauan Riau,1.774760090811174,WS KEPULAUAN RIAU
TELUKTOTOET,Sumatera Barat,1.1237883871599157,WS ANAI-SIBERUT-PAGAI-SIPORA
TELUKUMA,Kepulauan Riau,1.2995839195013377,WS KEPULAUAN RIAU
TELULOKA,Maluku,13.117295219432922,WS KEPULAUAN YAMDENA-WETAR-KEI-ARU
TELUMAS,Kepulauan Riau,0.2239613565252817,WS KEPULAUAN RIAU
TELUMASDERAS,Kepulauan Riau,1.734714021825933,WS KEPULAUAN RIAU
TELUNDAN,Kepulauan Riau,1.4661612411900435,WS KEPULAUAN RIAU
TELUNDAN PESISIR,Kepulauan Riau,0.2725818249618118,WS KEPULAUAN RIAU
TELUNGAS,Kepulauan Riau,1.8795151415124507,WS KEPULAUAN RIAU
TELUNGAS UJUNG,Kepulauan Riau,0.1343250948009215,WS KEPULAUAN RIAU
TELUNO,Sulawesi Tenggara,1.9584054618036493,WS TOARI-LASUSUA
TELUSURALELEU,Sumatera Barat,1.5848404502482736,WS ANAI-SIBERUT-PAGAI-SIPORA
TEM,Kepulauan Bangka Belitung,1.549060104923812,WS BELITUNG
TEMAJO 1,Kalimantan Barat,0.763830954195553,WS MEMPAWAH
TEMAJO 2,Kalimantan Barat,2.0926887312627547,WS MEMPAWAH
TEMAJO 3 TELUK PAKU,Kalimantan Barat,0.7324752664401647,WS MEMPAWAH
TEMAJO 4TELUK PAKU,Kalimantan Barat,1.2418362275979156,WS MEMPAWAH
TEMAJO 5,Kalimantan Barat,0.8302721086308626,WS MEMPAWAH
TEMAJUK,Kalimantan Barat,10.799351540609525,WS SAMBAS
TEMATANG,Kepulauan Bangka Belitung,25.142608277396725,WS BELITUNG
TEMATATORA,Papua Barat,2.460530426405051,WS OMBA
TEMAWAN,Kepulauan Riau,0.0113414599063156,WS KEPULAUAN RIAU
TEMAWAN BESAR,Kepulauan Riau,0.0256021742474369,WS KEPULAUAN RIAU
TEMAYANG RIMBAKULIT,Kepulauan Bangka Belitung,14.50169064005256,WS BANGKA
TEMBALUI,Kepulauan Riau,0.1199971191983247,WS KEPULAUAN RIAU
TEMBALUI BARAT,Kepulauan Riau,0.3269053756913601,WS KEPULAUAN RIAU
TEMBALUI TIMUR,Kepulauan Riau,0.1026035594285034,WS KEPULAUAN RIAU
TEMBANG,Nusa Tenggara Timur,3.387131133311472,WS FLORES
TEMBAYANGAN,Jawa Timur,3.4223236981733898,WS KEPULAUAN MADURA
TEMBE,Sulawesi Tenggara,16.69938931673853,WS BUTON
TEMBELING,Kepulauan Riau,6.465692380245899,WS KEPULAUAN RIAU
TEMBELOK,Kepulauan Bangka Belitung,8.455969418130378,WS BANGKA
TEMBELUK 1,Maluku Utara,0.7376152906430153,WS HALMAHERA SELATAN
TEMBELUK 2,Maluku Utara,0.8180409546291008,WS HALMAHERA SELATAN
TEMBELUK 3,Maluku Utara,0.2683707658376689,WS HALMAHERA SELATAN
TEMBELUK 4,Maluku Utara,0.3699303593146096,WS HALMAHERA SELATAN
TEMBELUK 5,Maluku Utara,0.4378039766363927,WS HALMAHERA SELATAN
TEMBELUK 6,Maluku Utara,0.3194725474265766,WS HALMAHERA SELATAN
TEMBELUK 7,Maluku Utara,0.2122928188939601,WS HALMAHERA SELATAN
TEMBELUK 8,Maluku Utara,0.4828672444418732,WS HALMAHERA SELATAN
TEMBESI,Kepulauan Riau,39.68625856074877,WS KEPULAUAN RIAU
TEMBILUK,Kalimantan Barat,5.758643424633327,WS PAWAN
TEMBOAN,Sulawesi Utara,11.016733408515057,WS TONDANO-SANGIHE-TALAUD-MIANGAS
TEMBOAN OKI,Sulawesi Utara,1.95929716632976,WS TONDANO-SANGIHE-TALAUD-MIANGAS
TEMBOAN OKI DUA,Sulawesi Utara,2.0530691424746204,WS TONDANO-SANGIHE-TALAUD-MIANGAS
TEMBOK,Bali,0.4883627405977933,WS BALI-PENIDA
TEMBOKREJO,Jawa Timur,41.07043044022052,WS SAMPEAN-SETAIL
TEMBORAK LAUT KECIL,Kepulauan Riau,0.0018129256399263,WS KEPULAUAN RIAU
TEMBORAK TENGAH,Kepulauan Riau,0.3486910587467189,WS KEPULAUAN RIAU
TEMBOWONG,Nusa Tenggara Barat,10.207836574880252,WS LOMBOK
TEMBUAN,Kepulauan Riau,0.0092239977058982,WS KEPULAUAN RIAU
TEMBUAN,Kepulauan Riau,0.0048829314651813,WS KEPULAUAN RIAU
TEMBUAN BARAT,Kepulauan Riau,0.0012999884305383,WS KEPULAUAN RIAU
TEMBUDAN 1,Kalimantan Timur,13.648889143030065,WS KARANGAN
TEMBUDAN 2,Kalimantan Timur,3.55687561988023,WS KARANGAN
TEMBUDAN 3,Kalimantan Timur,6.832615274124978,WS KARANGAN
TEMBUDAN 3 KECIL,Kalimantan Timur,0.0464987736881533,WS KARANGAN
TEMBUDAN 4,Kalimantan Timur,3.6147643608326767,WS KARANGAN
TEMBUDAN 5,Kalimantan Timur,1.5256382553384302,WS KARANGAN
TEMBUDAN 6,Kalimantan Timur,2.016719621613402,WS KARANGAN
TEMBUHAN,Kepulauan Riau,0.1636970241240984,WS KEPULAUAN RIAU
TEMBUHAN BARAT,Kepulauan Riau,0.0011329311646428,WS KEPULAUAN RIAU
TEMBUK,Kepulauan Riau,15.20208158615857,WS KEPULAUAN RIAU
TEMBULAN,Kepulauan Bangka Belitung,12.054290120771029,WS BANGKA
TEMBURUN,Kepulauan Riau,14.234822117160345,WS KEPULAUAN RIAU
TEMEKUNA,Nusa Tenggara Timur,1.8089533861884957,WS NOELMINA
TEMELEHU BARAT,Maluku,4.0838785223797816,WS AMBON-SERAM
TEMERAN,Nusa Tenggara Barat,3.3097336550233507,WS LOMBOK
TEMIANG,Kepulauan Riau,41.74061760307181,WS KEPULAUAN RIAU
TEMIANG ANAK,Kepulauan Riau,0.0180042598179741,WS KEPULAUAN RIAU
TEMIANG ANAMBAS,Kepulauan Riau,4.672211296936269,WS KEPULAUAN RIAU
TEMIANG APIT,Kepulauan Riau,0.0246528835783492,WS KEPULAUAN RIAU
TEMIANG BESAR,Kepulauan Riau,0.0509381186373588,WS KEPULAUAN RIAU
TEMIANG KECIL,Kepulauan Riau,0.0959217377998309,WS KEPULAUAN RIAU
TEMIANG KECIL,Kepulauan Riau,0.0015506810985757,WS KEPULAUAN RIAU
TEMIANG KECIL,Kepulauan Riau,0.020833789095195,WS KEPULAUAN RIAU
TEMIANG PANJANG,Kepulauan Riau,0.0352347527947799,WS KEPULAUAN RIAU
TEMIANG SELATAN,Kepulauan Riau,0.0083166313366198,WS KEPULAUAN RIAU
TEMIANG TANJUNG,Kepulauan Riau,0.0022009406254206,WS KEPULAUAN RIAU
TEMIANG TENGAH,Kepulauan Riau,0.002193803583998,WS KEPULAUAN RIAU
TEMILEPPET,Sumatera Barat,3.4553608533794957,WS ANAI-SIBERUT-PAGAI-SIPORA
TEMILING,Bali,6.738675222030145,WS BALI-PENIDA
TEMKUNA,Nusa Tenggara Timur,15.48674749269614,WS BENAIN
TEMODO,Nusa Tenggara Barat,28.62223626830325,WS LOMBOK
TEMODONG,Nusa Tenggara Barat,44.84728770033999,WS SUMBAWA
TEMOYONG,Kepulauan Riau,0.091300200392356,WS KEPULAUAN RIAU
TEMPAK,Kepulauan Riau,0.1714849853325012,WS KEPULAUAN RIAU
TEMPAPOPA,Sulawesi Tengah,54.88541695352277,WS LAMBUNU-BUOL
TEMPEL,Papua Selatan,5.546881447196746,WS EILANDEN-LORENTZ-DIGUL
TEMPELEKAN,Sulawesi Tengah,0.1616445086834291,WS LAMBUNU-BUOL
TEMPERAK,Jawa Tengah,47.76261181866707,WS JRATUNSELUNA
TEMPERAK,Jawa Timur,15.267948709600054,WS JRATUNSELUNA
TEMPO KECIL,Kepulauan Riau,0.0186228563980833,WS KEPULAUAN RIAU
TEMPUH,Kepulauan Riau,0.0077175199772339,WS KEPULAUAN RIAU
TEMPUH KECIL,Kepulauan Riau,0.0007940635600224,WS KEPULAUAN RIAU
TEMPUR,Kepulauan Bangka Belitung,213.21242422940443,WS BANGKA
TEMPUR,Jawa Tengah,65.86450532151059,WS WISO-GELIS
TEMPURAN,Kepulauan Riau,5.2934858736697805,WS KEPULAUAN RIAU
TEMPURAN KECIL,Kepulauan Riau,0.0001587270151943,WS KEPULAUAN RIAU
TEMPURAN MUARA,Kepulauan Riau,0.0078695651148321,WS KEPULAUAN RIAU
TEMPURAN UTARA,Kepulauan Riau,0.0030835216121019,WS KEPULAUAN RIAU
TEMPURUKAN BESAR,Kalimantan Barat,70.55508080394591,WS PAWAN
TEMPURUKAN BESAR DUA,Kalimantan Barat,1.8028909604484076,WS PAWAN
TEMPURUKAN KECIL,Kalimantan Barat,31.54720277779169,WS PAWAN
TEMPURUNG,Riau,37.833229766571264,WS BENGKALIS-MERANTI
TEMPURUNG,Kalimantan Barat,0.0278703749908201,WS MEMPAWAH
TEMULABEK,Jawa Timur,4.427153017883478,WS KEPULAUAN MADURA
TEMULANG,Kepulauan Bangka Belitung,16.457949048388496,WS BANGKA
TEMURUK,Kepulauan Riau,0.302312379301039,WS KEPULAUAN RIAU
TENAK,Kepulauan Riau,0.0182039183556994,WS KEPULAUAN RIAU
TENAM,Kepulauan Bangka Belitung,9.13542734891096,WS BANGKA
TENANG BESAR,Kepulauan Riau,0.0137821219970042,WS KEPULAUAN RIAU
TENANG KECIL,Kepulauan Riau,0.0063682755226025,WS KEPULAUAN RIAU
TENAURING,Nusa Tenggara Timur,4.947659114632484,WS FLOTIM KEPULAUAN-LEMBATA-ALOR
TENAWU,Nusa Tenggara Barat,26.546238529425285,WS SUMBAWA
TENDA,Nusa Tenggara Timur,9.353732278826632,WS FLORES
TENDARAI,Nusa Tenggara Timur,3.408627000398063,WS FLORES
TENDE,Sulawesi Tengah,21.494144655798085,WS LAMBUNU-BUOL
TENDEL,Sulawesi Tengah,4.476011966139947,WS LAMBUNU-BUOL
TENDETUNG,Sulawesi Tengah,69.37914048646165,WS KEPULAUAN BANGGAI
TENDOH,Kepulauan Riau,0.0497916939141906,WS KEPULAUAN RIAU
TENDURAU,Kepulauan Riau,0.3229665738232496,WS KEPULAUAN RIAU
TENDURAU LAUT,Kepulauan Riau,1.9021684179156653,WS KEPULAUAN RIAU
TENEHE,Sulawesi Utara,0.5194491838799389,WS TONDANO-SANGIHE-TALAUD-MIANGAS
TENERAI,Kepulauan Riau,1.0682823998334567,WS KEPULAUAN RIAU
TENGAH,Jawa Tengah,0.0462207938049713,WS KEPULAUAN KARIMUNJAWA
TENGAH,Kepulauan Riau,0.1347191560476067,WS KEPULAUAN RIAU
TENGAH,Kepulauan Riau,0.0005366037025401,WS KEPULAUAN RIAU
TENGAH,Kepulauan Riau,0.0693809336799475,WS KEPULAUAN RIAU
TENGAH,Sulawesi Tenggara,1.774588737293718,WS POLEANG-RORAYA
TENGAH,Sulawesi Tengah,124.84309907755646,WS POSO-PUNA-SAUSU
TENGAH BULANG,Kepulauan Riau,0.2081421415602063,WS KEPULAUAN RIAU
TENGAH BULUH,Kepulauan Riau,0.0707950372928107,WS KEPULAUAN RIAU
TENGAH NYIUR,Kepulauan Riau,0.0147982101744009,WS KEPULAUAN RIAU
TENGAH SELAYAR,Kepulauan Riau,0.0431594529837663,WS KEPULAUAN RIAU
TENGAHLALANG,Kepulauan Riau,0.2817927946091019,WS KEPULAUAN RIAU
TENGAMANU 2,Nusa Tenggara Timur,0.6089512608450153,WS FLORES
TENGAN,Jawa Timur,5.039721522143735,WS KEPULAUAN MADURA
TENGAR,Kalimantan Barat,385.879480950536,WS JELAI-KENDAWANGAN
TENGAR,Nusa Tenggara Barat,3.5753206803829705,WS SUMBAWA
TENGGANG,Kepulauan Bangka Belitung,32.09968406477258,WS BANGKA
TENGGANI,Nusa Tenggara Barat,1.948347263939075,WS SUMBAWA
TENGGE,Nusa Tenggara Barat,2.473645007173633,WS SUMBAWA
TENGGER,Jawa Timur,5.830695410855094,WS BRANTAS
TENGGER 2,Jawa Timur,5.699786622470351,WS BRANTAS
TENGGERAN,Kepulauan Riau,0.0449149224863101,WS KEPULAUAN RIAU
TENGGILING,Riau,93.20308576461343,WS BENGKALIS-MERANTI
TENGGILING,Kepulauan Riau,0.0158806319578266,WS KEPULAUAN RIAU
TENGGILING,Kepulauan Riau,0.405894279323636,WS KEPULAUAN RIAU
TENGGILING AKAR,Kepulauan Riau,0.1212321077500481,WS KEPULAUAN RIAU
TENGGINA,Jawa Timur,2.654641477836867,WS KEPULAUAN MADURA
TENGGINAH,Jawa Timur,5.119264906085522,WS KEPULAUAN MADURA
TENGIR DADAP,Kepulauan Bangka Belitung,7.164134171590855,WS BELITUNG
TENGKALANG,Kepulauan Bangka Belitung,14.776543091369737,WS BANGKA
TENGKALAT,Kepulauan Bangka Belitung,92.57404581703088,WS BANGKA
TENGKEL,Sulawesi Tengah,10.670200903159415,WS KEPULAUAN BANGGAI
TENGKEL 1,Nusa Tenggara Timur,2.802490914096344,WS FLORES
TENGKEL 2,Nusa Tenggara Timur,1.5291815421675024,WS FLORES
TENGKO,Sulawesi Barat,2.319768758686012,WS KALUKKU-KARAMA
TENGKORAK,Kepulauan Riau,0.0063107161081495,WS KEPULAUAN RIAU
TENGKORAK,Kepulauan Riau,0.0032777451764492,WS KEPULAUAN RIAU
TENGKU DACING 1,Kalimantan Utara,3.25989568487462,WS SESAYAP
TENGUMANU,Nusa Tenggara Timur,1.1735259334648978,WS FLORES
TENIHAWU,Nusa Tenggara Timur,30.6199410235696,WS NOELMINA
TENONG,Nusa Tenggara Barat,11.83060160947455,WS SUMBAWA
TENUNG,Nusa Tenggara Barat,3.2474741487625574,WS LOMBOK
TEO,Sulawesi Tengah,0.0008857683756091,WS BONGKA-MANTAWA
TEO,Sulawesi Tenggara,1.9486349878768985,WS POLEANG-RORAYA
